1000 100000	
510	297	8
777	543	7
77	537	10
764	32	49
681	239	8
315	722	26
544	865	23
26	85	41
523	558	17
982	304	33
300	944	2
452	754	26
540	868	4
445	981	50
392	867	1
220	879	14
235	764	1
400	716	34
422	296	46
504	905	6
399	166	8
701	406	40
686	476	29
912	886	23
80	123	4
735	842	10
280	783	41
763	426	44
835	974	10
106	505	17
882	851	32
455	619	40
283	148	45
875	242	44
936	428	27
277	647	2
633	765	44
637	424	6
346	831	23
181	938	14
414	927	44
650	769	27
42	899	28
716	510	13
966	101	27
390	832	48
614	169	50
864	115	38
426	277	34
253	101	24
38	616	26
695	954	27
501	584	41
827	950	28
112	730	43
949	815	45
295	205	27
842	683	25
574	386	16
295	901	42
189	989	37
116	545	18
883	3	28
80	865	23
375	577	47
983	21	11
312	207	9
747	787	43
651	926	18
276	401	33
679	325	28
618	161	45
34	172	31
948	837	22
452	720	35
264	912	50
76	640	50
295	116	43
244	761	13
771	234	19
620	113	4
393	59	25
509	239	9
69	579	14
988	350	47
171	38	31
955	219	15
131	587	24
239	212	44
151	549	5
861	406	3
453	689	32
887	845	32
840	436	41
595	606	2
774	392	27
711	605	36
886	112	44
22	525	17
97	785	24
821	423	5
589	35	43
112	252	36
257	883	13
288	374	22
806	375	42
477	88	9
953	245	29
4	443	13
605	913	32
534	643	2
916	869	16
718	484	44
898	392	22
109	926	41
439	783	12
277	824	30
447	864	41
703	607	37
765	907	3
115	349	38
770	902	15
345	228	20
244	944	19
435	584	48
727	402	46
791	567	41
642	640	38
812	93	32
614	279	20
376	232	9
264	451	22
823	901	49
172	403	33
868	426	18
564	348	49
972	254	43
60	502	3
835	476	21
156	131	6
960	675	7
176	913	15
877	526	33
674	331	40
527	95	5
455	796	32
692	489	11
955	769	10
842	599	44
370	285	18
932	84	45
711	453	4
128	666	34
967	204	36
807	652	43
806	481	13
690	261	39
309	3	50
901	788	44
978	194	32
298	986	12
504	746	28
309	469	39
561	448	18
103	535	5
573	253	30
57	299	43
347	846	34
728	633	10
62	258	27
264	917	38
451	387	41
997	708	30
919	637	31
300	774	38
48	659	7
840	613	20
838	787	1
817	952	38
966	888	16
510	651	11
411	308	13
454	410	17
176	672	4
324	301	5
748	431	39
275	470	29
356	468	45
97	870	40
748	147	37
762	500	19
12	661	17
329	470	43
519	212	32
648	863	27
480	30	32
489	344	44
578	432	44
416	799	37
587	746	18
993	760	26
425	341	24
492	721	40
723	998	39
490	266	9
609	642	40
897	922	40
101	77	28
793	267	2
835	756	25
205	767	36
224	81	13
516	623	38
997	408	35
866	847	21
416	662	11
276	590	18
657	704	9
163	63	17
327	131	36
600	10	34
507	492	17
252	57	1
15	564	19
227	197	29
851	810	12
165	104	45
480	133	9
53	811	25
663	994	1
844	316	24
323	797	5
362	439	37
1	130	14
740	358	19
692	955	44
969	391	26
978	442	44
129	40	47
362	451	18
397	745	41
778	317	47
44	943	44
166	347	7
446	857	46
746	191	14
978	937	20
510	103	1
939	329	43
408	275	6
630	290	9
639	947	25
948	157	42
423	509	45
680	580	49
326	790	14
11	816	26
935	181	2
600	511	38
215	57	21
82	904	23
20	595	49
621	858	44
566	353	50
472	207	42
458	431	3
82	124	14
599	942	8
942	370	39
237	176	3
607	829	5
740	812	7
952	924	39
50	902	1
546	955	10
17	413	22
432	165	15
411	732	48
481	591	16
625	316	17
223	603	20
537	481	10
387	917	17
579	115	41
708	519	25
92	776	2
327	894	10
304	823	21
754	797	11
414	583	28
364	663	7
619	707	6
213	430	8
116	256	24
35	243	25
921	521	15
445	639	10
270	866	2
77	34	4
566	95	50
353	743	28
333	698	32
406	711	15
56	567	2
256	574	22
368	61	42
444	153	43
878	205	45
881	466	11
883	609	48
549	477	8
992	563	26
786	713	4
717	69	36
794	942	46
762	392	7
828	277	49
123	749	20
598	58	46
981	450	45
864	92	17
112	60	19
645	316	28
683	162	21
215	252	43
831	733	34
68	975	45
600	230	29
439	530	50
115	540	10
115	833	44
502	26	23
863	95	9
213	822	15
610	152	38
837	452	38
737	396	43
410	127	44
139	390	43
933	984	14
45	410	12
514	24	2
632	677	5
765	85	24
232	157	45
163	493	49
535	83	29
606	154	35
764	174	4
749	212	30
552	199	34
913	448	41
505	279	28
726	266	49
371	83	45
18	355	32
219	737	9
503	786	23
21	791	31
997	289	20
102	842	26
762	179	34
575	209	31
314	74	14
540	334	47
36	160	28
841	971	43
738	858	11
519	540	42
263	895	40
991	361	28
639	567	14
219	223	35
417	555	12
776	294	43
712	889	15
102	341	21
234	554	24
4	450	46
437	509	2
641	133	36
44	142	27
761	803	43
658	309	7
504	81	46
843	950	40
316	125	12
708	450	47
41	182	15
924	41	38
102	870	37
415	936	24
943	779	15
209	837	29
319	261	38
174	865	17
696	675	18
849	373	22
300	502	11
372	702	23
232	598	50
395	673	41
489	438	17
142	514	45
189	209	11
479	743	46
364	201	35
811	643	37
608	37	44
459	230	7
915	445	15
741	890	4
707	895	50
711	674	11
973	788	9
111	447	10
141	273	9
382	36	1
960	839	37
184	130	26
950	26	50
527	533	20
654	213	48
286	581	45
954	598	32
72	265	15
596	972	13
875	671	50
307	75	27
830	195	9
566	734	12
687	593	33
788	935	13
86	218	47
107	562	37
7	754	13
561	732	22
327	670	22
898	204	16
412	290	31
174	768	29
892	514	30
104	334	16
178	10	28
757	790	17
373	369	16
620	257	3
342	299	22
464	891	19
194	151	3
6	709	43
303	213	44
286	56	24
718	743	15
598	292	44
15	957	10
213	108	7
156	321	40
394	971	41
426	739	43
702	945	12
20	978	28
299	158	19
142	827	28
454	159	25
174	458	30
50	450	4
822	452	13
968	599	28
258	605	9
10	101	13
83	840	38
940	747	16
139	344	43
542	731	30
598	64	1
428	996	9
900	183	42
856	543	50
655	56	7
318	135	21
16	560	23
294	227	2
306	894	3
643	173	49
926	117	5
165	25	48
320	919	25
941	85	37
142	794	12
79	449	47
827	159	9
70	954	9
1	294	34
897	536	42
936	433	29
130	553	37
783	632	9
162	522	27
891	533	39
35	71	7
708	679	50
194	431	47
351	344	45
363	478	9
51	526	41
279	893	14
461	915	23
384	269	4
535	856	31
91	353	34
658	15	12
193	428	13
858	783	27
689	988	43
206	57	50
195	74	24
337	587	50
598	918	43
218	282	28
982	455	2
356	749	47
656	615	45
412	404	33
484	201	14
767	534	18
145	312	50
980	188	36
214	311	4
649	277	24
20	143	42
986	363	33
871	898	20
959	484	14
197	257	27
941	695	17
926	167	47
808	462	37
493	637	8
811	492	44
673	357	28
810	455	27
808	910	34
356	906	6
121	978	16
473	234	46
389	384	5
950	62	11
740	96	38
526	290	27
894	527	39
652	977	49
678	896	41
356	82	49
773	641	11
848	381	26
467	847	9
818	898	49
485	835	28
452	261	26
435	10	27
761	954	7
467	524	4
36	788	16
775	248	13
892	275	19
275	500	2
131	907	25
256	666	16
554	184	22
926	971	31
400	556	17
643	530	22
421	507	5
6	499	33
774	512	49
842	901	29
727	328	32
78	690	2
722	101	2
780	649	32
961	949	11
221	139	7
514	15	41
655	673	29
722	341	21
128	92	15
251	996	23
429	937	25
727	848	35
966	235	28
963	292	3
497	456	37
963	426	49
679	791	5
988	38	35
596	455	38
143	484	40
420	613	44
191	526	10
102	650	34
312	936	24
184	64	39
155	172	26
21	425	13
81	501	31
860	904	11
85	401	41
357	865	15
469	30	37
386	450	3
158	845	34
423	211	43
51	325	11
921	273	5
152	70	16
856	510	6
92	97	17
208	596	5
174	24	41
859	374	50
72	926	32
690	550	32
142	999	8
72	602	13
608	160	39
173	558	2
871	70	2
69	274	8
983	677	50
821	675	5
825	818	16
889	517	50
528	295	24
698	200	34
615	435	10
124	827	32
344	589	50
360	177	17
469	14	7
125	512	30
53	923	26
406	896	23
762	624	37
186	42	14
266	895	21
172	589	40
619	899	24
961	949	25
576	803	38
335	486	34
817	292	43
909	255	25
525	142	3
508	489	18
529	334	26
708	21	9
779	346	13
415	821	34
670	517	37
346	987	46
71	336	20
175	559	1
351	93	6
788	423	17
274	828	17
795	191	50
399	151	6
477	953	4
627	470	19
658	853	9
924	308	33
759	611	20
474	814	48
566	82	21
639	908	9
667	194	8
350	330	30
660	774	15
678	386	50
489	684	44
926	897	39
655	54	31
569	779	24
653	575	47
561	453	39
687	800	34
97	9	31
518	363	1
225	416	31
487	282	34
221	534	45
108	318	14
180	201	11
15	369	48
546	695	15
662	112	5
96	550	43
566	23	35
96	329	46
150	657	7
390	683	10
819	950	21
727	750	13
214	559	3
428	98	8
878	799	37
587	947	46
804	360	23
425	437	9
847	745	8
430	93	32
330	727	25
548	902	26
746	577	47
898	532	47
363	689	29
683	639	11
866	553	44
220	890	5
509	407	28
116	282	30
807	539	41
167	528	19
475	431	16
70	596	19
644	112	16
69	456	41
46	603	9
434	698	26
756	558	45
298	598	4
408	381	32
768	340	28
734	548	30
395	394	24
478	341	18
127	756	10
739	284	12
43	642	47
295	188	47
300	53	7
379	20	28
700	91	26
482	416	33
945	50	9
63	935	29
212	548	12
821	6	13
830	1000	32
724	198	12
155	934	4
887	161	40
791	898	34
330	321	38
306	853	8
852	793	23
813	623	46
86	905	48
103	787	34
433	510	6
261	190	22
210	272	44
425	438	41
720	929	26
961	395	13
40	754	27
618	84	50
822	640	46
604	322	33
953	722	9
139	554	31
294	299	10
114	904	2
677	106	32
611	4	41
796	59	26
975	961	22
969	715	40
840	809	31
364	472	24
248	940	26
330	113	49
363	902	39
146	691	48
990	258	35
280	641	3
469	607	34
349	904	38
892	359	7
857	722	32
707	41	37
925	577	48
794	504	29
607	755	43
471	641	21
603	423	50
556	944	13
43	579	6
154	772	31
51	735	28
834	251	15
787	932	41
63	271	3
302	811	44
500	332	28
271	783	23
887	895	46
199	374	37
500	171	38
961	132	25
407	574	30
26	769	48
360	603	10
935	392	45
185	316	7
999	355	36
244	586	15
364	613	15
902	542	8
622	609	19
152	788	7
827	542	14
985	816	20
890	377	8
301	694	35
481	66	29
669	610	3
823	884	11
953	609	46
838	321	39
971	300	40
704	613	6
4	254	41
393	24	50
263	90	39
702	840	25
507	753	18
573	51	26
335	841	25
604	721	49
802	810	7
769	580	28
557	535	39
608	538	15
43	885	2
284	720	1
999	823	27
747	458	5
191	565	2
345	304	16
370	606	29
528	471	26
965	507	14
152	697	3
932	672	27
231	798	27
747	319	44
345	55	28
440	903	21
29	151	26
802	243	41
906	430	50
286	162	35
471	542	27
890	676	36
893	448	3
314	265	33
152	349	41
331	918	42
348	431	24
392	125	28
28	213	49
56	542	7
890	133	44
524	733	28
739	222	25
881	530	42
377	561	14
963	82	28
469	3	21
773	677	39
212	574	8
277	906	23
612	587	16
790	597	27
27	644	14
480	857	12
947	857	26
455	117	34
124	168	46
831	740	23
155	176	1
621	158	34
929	882	45
84	826	18
876	506	26
16	654	22
619	584	21
187	120	29
662	406	41
27	245	31
803	301	26
136	659	22
650	977	50
27	813	8
781	520	29
555	39	1
65	323	4
427	101	45
602	798	40
9	455	45
14	196	31
221	198	5
784	598	1
646	31	23
47	332	26
502	957	6
392	575	41
217	458	15
641	595	4
407	523	42
353	429	18
643	894	14
98	354	34
765	956	10
181	257	17
324	648	33
900	862	38
564	801	16
295	374	27
892	893	43
804	907	22
546	637	3
140	29	14
718	886	11
618	813	5
966	734	14
616	234	25
176	942	13
544	617	15
320	314	14
831	987	41
529	127	9
726	324	18
280	744	24
162	455	29
17	541	18
33	485	18
271	776	14
971	227	1
231	856	25
525	184	42
380	771	12
416	950	27
992	134	40
50	115	39
583	501	10
148	530	3
476	2	28
232	999	40
91	42	22
854	389	43
520	321	1
42	115	16
725	803	16
610	1	43
381	263	24
951	242	14
195	469	2
169	232	1
431	150	12
858	390	4
325	720	26
883	936	41
527	145	8
952	436	10
960	438	50
600	70	18
798	450	47
143	358	12
975	977	18
981	787	41
974	771	8
659	960	36
436	589	11
384	438	20
98	928	37
502	451	5
797	552	48
15	285	41
757	249	36
607	763	20
804	595	2
29	617	3
15	38	47
227	631	39
634	133	5
130	841	23
973	805	10
955	974	32
225	842	40
521	72	11
930	345	7
349	522	31
53	876	24
920	111	21
626	378	30
354	246	26
474	855	8
625	930	5
142	96	32
191	876	22
963	81	8
345	280	36
379	89	2
157	430	50
654	934	4
798	120	29
799	503	2
941	94	5
365	778	20
318	535	40
796	418	18
988	100	15
152	586	30
890	157	33
728	111	48
187	47	1
581	769	41
804	768	40
351	677	12
687	501	23
186	114	21
186	288	47
182	839	23
774	896	44
967	82	48
52	336	10
771	105	50
941	115	35
667	293	34
341	568	25
807	910	47
332	68	26
579	605	25
725	672	32
384	305	16
272	844	8
619	730	12
181	699	34
416	854	38
883	831	15
989	395	15
30	450	5
677	144	46
181	776	23
870	358	33
38	510	26
189	625	33
95	538	45
151	702	29
226	253	8
278	284	8
974	639	33
864	668	18
295	850	4
715	528	33
98	70	40
767	931	9
592	959	31
567	585	35
639	697	11
181	761	15
964	947	17
968	669	8
204	511	15
264	73	22
597	530	24
641	92	18
773	358	28
959	874	11
538	79	40
890	88	25
173	85	1
143	958	1
856	407	4
105	232	29
1	177	37
509	436	26
219	732	3
919	854	14
88	946	16
205	248	30
74	906	36
322	816	21
898	927	42
810	498	2
695	952	41
112	690	6
409	516	35
520	99	42
226	668	19
190	760	6
629	83	18
833	978	33
168	480	22
616	282	44
336	264	46
825	262	1
360	773	46
425	865	35
961	324	35
560	568	19
588	626	27
404	614	11
867	462	42
446	431	19
237	604	22
996	330	40
356	391	30
710	292	8
968	536	27
276	412	30
214	79	9
394	648	24
40	42	7
907	229	18
766	678	19
942	910	16
640	229	5
234	866	32
183	292	30
117	240	17
854	506	17
739	324	42
846	415	44
184	727	24
238	598	15
721	453	34
110	566	23
540	297	3
605	400	9
542	174	35
185	995	28
6	972	8
188	28	42
695	46	12
65	952	35
69	947	2
595	983	35
266	309	40
694	276	4
937	552	50
928	700	39
516	860	44
425	654	23
73	809	3
333	827	33
614	252	25
529	3	44
739	842	36
732	538	6
888	621	25
918	736	46
30	915	43
997	525	39
877	592	15
309	54	37
74	110	19
220	691	14
76	622	44
910	484	11
168	987	42
206	152	50
352	954	26
131	14	48
198	726	24
101	113	21
143	925	28
809	12	36
290	540	25
56	143	15
353	881	36
899	895	49
542	851	48
546	173	16
827	59	19
409	823	19
750	961	23
384	545	47
110	816	18
182	982	2
845	702	13
387	39	26
259	878	50
526	556	14
988	623	20
836	774	10
356	395	27
16	806	17
792	1000	16
481	764	13
939	466	9
564	761	49
73	908	21
100	478	24
376	196	10
446	325	24
376	355	5
249	6	38
567	561	32
495	644	34
850	967	6
673	319	43
968	251	38
806	646	10
286	516	18
21	974	16
266	375	49
943	63	26
83	841	10
536	168	30
653	516	45
925	679	13
741	386	43
602	232	10
289	683	8
822	643	1
408	281	30
325	318	7
587	927	39
236	832	24
255	817	24
57	627	49
965	513	22
802	539	11
219	802	10
423	501	49
358	265	5
47	16	20
156	583	12
221	542	45
870	455	35
822	71	4
986	752	37
489	359	5
31	364	2
932	488	11
726	76	19
72	561	10
715	284	17
883	227	47
834	422	38
95	942	41
147	39	9
643	528	16
701	837	44
480	303	35
667	578	36
430	439	4
315	701	1
93	639	31
356	777	34
495	871	46
724	603	22
895	264	19
939	153	21
206	911	3
702	286	21
769	87	41
614	96	18
774	5	11
275	393	4
647	220	40
470	730	47
979	433	13
217	55	23
886	412	31
114	745	4
118	73	31
219	286	49
755	789	7
520	246	41
664	634	21
409	885	29
343	76	14
796	456	40
584	81	17
173	579	6
693	824	9
872	960	14
222	890	15
409	989	45
463	816	3
268	4	17
559	974	25
389	978	10
158	499	43
697	639	1
217	51	10
876	577	18
492	990	46
14	152	35
52	964	31
891	29	42
517	995	12
753	727	24
806	708	35
259	797	12
91	983	5
556	136	4
552	507	4
671	99	48
904	823	33
84	940	7
595	188	2
735	36	6
850	306	19
286	298	11
615	973	32
608	435	27
203	973	32
212	249	41
853	359	17
872	150	14
62	247	19
509	56	44
494	84	49
572	480	14
164	241	40
275	669	17
600	466	26
933	578	33
370	259	33
525	592	41
271	242	48
604	357	17
601	394	16
856	171	34
138	915	24
622	585	21
643	812	11
605	108	18
38	558	4
708	655	31
825	192	2
828	895	5
358	154	18
160	581	2
709	492	27
10	358	41
124	945	7
776	568	2
766	571	31
415	229	16
655	307	50
617	725	38
369	929	17
315	132	20
180	770	29
372	38	13
212	897	17
748	151	14
919	364	33
912	403	42
339	89	32
76	511	11
867	746	50
998	153	17
966	69	36
175	496	39
582	328	36
707	300	20
301	457	20
780	788	49
798	337	45
632	137	42
734	270	25
960	483	13
860	809	10
394	893	10
737	741	35
678	947	49
520	34	11
135	669	30
332	10	19
632	994	30
925	875	45
751	299	14
307	549	15
627	81	31
312	595	5
617	760	28
926	491	37
556	960	32
628	418	4
632	139	27
825	462	23
532	513	43
852	622	12
198	771	18
180	685	24
147	420	15
479	991	49
609	392	38
795	902	31
305	325	31
74	104	50
234	848	7
552	573	36
32	47	41
856	679	28
796	594	15
162	943	4
124	27	30
811	739	45
498	441	10
186	82	19
309	182	46
238	653	29
297	968	25
424	751	49
538	508	48
290	61	3
200	284	7
88	288	25
748	490	38
948	792	31
16	347	6
524	669	37
305	953	38
546	883	36
175	525	20
316	320	17
758	430	21
447	532	1
317	294	18
803	52	44
950	337	37
518	399	43
295	141	29
585	65	14
778	692	25
474	547	16
687	631	33
907	797	27
691	580	6
708	711	4
173	622	50
385	729	4
718	973	19
660	52	3
968	447	7
195	539	35
255	978	28
636	483	40
384	498	48
386	715	31
515	80	1
288	74	46
193	339	37
42	405	8
518	774	38
429	520	2
756	720	17
212	846	22
953	952	6
725	813	7
63	827	8
25	105	28
859	683	12
15	555	33
729	458	49
918	930	7
344	125	37
718	594	45
160	812	19
875	335	41
63	15	28
766	541	14
489	571	14
764	345	43
879	659	31
127	401	27
763	336	20
579	504	45
583	64	17
710	907	26
776	348	37
106	908	19
91	989	14
682	864	30
278	370	16
342	468	21
205	49	13
850	7	46
56	293	8
107	796	33
30	116	15
644	917	43
288	195	30
42	11	10
453	857	11
538	271	32
341	845	31
147	8	49
950	671	35
232	756	11
732	918	22
640	831	14
165	785	40
551	424	43
77	836	16
193	320	10
254	614	32
990	451	47
448	798	15
253	308	32
847	216	31
388	381	42
592	990	27
41	231	47
257	979	1
491	297	39
439	982	38
954	179	46
898	516	7
772	113	20
480	55	23
52	514	28
892	598	39
603	543	50
144	178	15
646	169	13
216	338	5
94	855	16
20	461	33
885	429	21
818	945	7
655	703	15
878	251	49
999	600	34
630	652	10
881	729	13
714	803	34
531	637	26
750	372	34
672	963	5
443	13	48
621	25	38
111	962	19
854	685	42
866	132	17
522	755	40
810	146	36
901	836	12
896	499	39
291	811	48
991	797	1
592	140	26
433	428	23
524	77	21
665	18	3
651	78	34
559	852	38
348	864	18
48	384	13
488	185	5
185	756	28
769	29	7
339	25	20
341	483	16
484	708	12
762	673	4
837	647	29
655	859	9
639	167	13
254	855	8
661	880	8
202	100	25
132	152	32
719	738	18
604	897	6
865	126	25
990	906	48
231	684	15
300	621	10
282	315	24
744	113	39
508	391	43
364	770	4
742	278	5
909	34	36
162	579	28
537	246	7
116	174	26
275	928	9
211	345	37
608	220	5
617	999	34
724	269	22
194	343	45
560	735	4
119	839	22
203	206	29
353	299	9
697	37	2
576	18	18
394	530	8
135	316	20
609	881	46
641	300	15
728	399	27
159	199	31
286	774	5
323	792	34
321	496	48
321	736	21
342	857	19
493	445	6
420	22	4
574	913	3
648	520	49
853	30	23
870	688	7
910	201	44
679	850	50
476	897	24
134	932	25
43	379	24
730	254	13
80	244	41
471	41	34
249	355	4
628	514	38
705	766	32
484	426	16
784	997	44
754	948	46
908	616	49
437	448	25
742	184	35
777	474	23
636	113	15
969	46	3
568	825	45
63	422	30
191	737	22
634	652	37
310	130	49
728	868	14
557	868	31
23	832	23
408	612	14
87	713	12
708	750	21
704	77	4
96	954	32
720	408	33
280	674	7
199	924	43
64	167	27
328	304	44
934	283	9
847	153	30
261	853	29
706	681	11
422	798	19
592	513	18
787	346	18
900	957	48
773	724	12
459	620	10
788	71	27
407	653	5
27	329	42
226	222	23
856	964	27
290	468	30
519	559	29
708	966	28
334	455	42
849	702	16
547	807	36
835	494	36
894	938	23
450	854	24
90	23	21
449	775	46
681	873	43
277	637	29
13	379	5
875	54	37
998	533	48
200	196	8
462	262	29
92	572	12
780	464	2
140	165	35
81	479	9
192	296	13
27	252	17
88	852	25
855	793	26
347	465	49
241	781	41
95	333	18
257	385	44
186	210	3
136	609	47
645	996	21
557	744	36
447	634	49
432	451	2
138	141	36
589	255	40
599	924	18
890	378	17
12	847	44
821	912	28
227	928	18
406	815	33
899	747	37
130	251	8
868	355	26
366	484	9
534	525	28
433	375	43
530	861	40
327	615	35
901	622	32
759	518	11
729	866	36
578	51	21
231	821	40
446	237	17
676	91	32
929	896	2
849	666	30
557	593	3
23	285	13
504	944	8
312	335	26
640	394	16
525	176	37
549	705	44
612	192	40
264	480	47
114	337	4
244	626	22
620	931	29
606	699	5
438	187	35
907	35	45
188	869	19
198	79	5
498	129	1
370	206	6
124	340	18
497	654	22
47	353	13
921	364	1
545	46	7
513	424	15
762	801	22
996	870	19
452	580	5
239	595	13
427	385	47
478	482	41
29	447	36
873	269	42
759	434	40
368	103	10
697	149	25
571	823	9
701	639	35
424	823	43
76	918	1
116	682	18
89	616	17
789	911	2
732	190	42
877	755	28
163	60	44
523	251	23
128	810	41
652	31	37
635	547	34
609	118	27
828	341	26
858	148	17
341	954	34
923	678	12
410	382	21
115	250	5
405	254	4
778	196	24
434	910	13
458	73	46
419	367	17
379	735	12
924	658	17
443	490	45
404	868	29
947	222	38
882	763	1
257	289	9
722	572	30
159	453	7
506	462	39
586	965	34
335	855	11
712	252	48
128	135	23
195	247	30
957	830	32
27	526	23
59	26	4
776	336	15
404	448	19
366	406	21
864	851	4
931	325	20
647	967	10
554	487	46
440	68	23
636	504	16
473	164	41
160	235	16
183	517	13
603	213	33
152	829	25
314	151	36
135	302	15
499	688	45
550	353	40
162	557	30
546	819	34
438	402	6
290	661	50
346	582	39
118	132	18
760	529	37
257	265	10
764	359	26
314	179	13
410	781	27
932	100	32
696	472	3
868	89	17
584	911	23
660	42	37
535	152	7
499	47	21
835	236	37
9	248	31
82	333	22
679	103	4
747	542	43
529	730	23
113	463	37
14	698	21
491	110	5
767	833	2
119	653	20
831	776	40
755	943	3
992	852	24
929	620	30
931	969	12
964	293	31
562	654	16
420	36	39
871	929	2
681	443	40
694	322	11
699	856	40
659	238	42
586	588	31
160	193	43
420	203	9
418	573	43
535	358	13
616	816	35
116	65	41
564	594	40
378	565	19
730	684	15
162	534	24
980	969	6
225	942	5
130	777	8
94	639	29
532	499	28
136	762	8
280	750	31
648	908	6
599	377	27
184	944	14
567	987	8
905	361	11
141	9	39
751	291	26
326	622	18
316	745	38
418	420	36
155	900	19
572	599	25
310	37	1
649	303	48
316	484	48
873	872	10
511	650	17
